id,book_title,img_url,book_content,book_link
215,어른의 문해력,http://image.yes24.com/goods/109590053/S,"“이대로 따라 하면 쓱 읽기만 해도 싹 이해하게 됩니다!”읽어도 읽은 것 같지 않고 10분 이상 집중이 안 되는어른을 위한 주 3회 문해력 트레이닝다섯 줄만 넘어도 읽기 힘들다. 두꺼운 인문책은 펼치기도 싫다. 생각을 명확하게 표현하는 게 어렵다. 전부 내 얘기 같다면 문제는 ‘문해력 부족’이다. 짧은 스마트폰 글, 자극적인 영상 콘텐츠, 잡다한 정보에 휘둘리는 시대. 어린아이뿐 아니라 어른의 문해력 저하도 심각한 문제로 떠오르고 있다. 13년 경력 방송작가이자 글쓰기 코치 ‘글밥’으로 전작 《나도 한 문장 잘 쓰면 바랄 게 없겠네》에서 문장력 업그레이드법을 헬스 PT 형식으로 풀어내 큰 호응을 얻은 김선영 작가가 이번에는 ‘문해력 PT’로 돌아왔다! 저자는 글쓰기&독서 모임을 진행하면서, 어느 정도 잘 쓰는데도 “흰 건 종이요, 검은 건 글자. 읽어도 읽은 게 아닌 것 같다”고 말하는 사람들이 왜 계속 나타나는지 의문점을 갖기 시작, 그 원인은 심각한 문해력 부족임을 알게 된다.이 책은 어른의 문해력을 확실하게 키워줄 단 한 권의 실전서로, 문해력을 이루는 ‘어휘, 독서, 구성 능력’을 8주 만에 높이는 주 3회 훈련법을 제공한다. 제안서, 메일 쓸 때 남보다 오래 걸리는 직장인, 어휘력이 부족해 문제부터 이해가 안 되는 자격증 준비생, 자기소개서와 리포트 쓰기가 어려운 대학생 및 취업 준비생, 세 줄 요약만 읽는 스마트폰 중독자까지. 읽고 쓰기가 마음처럼 안 되어 고민인 당신에게 문해력 PT를 적극 권한다.                     ",http://www.yes24.com/Product/Goods/109590053
216,지구 끝의 온실,http://image.yes24.com/goods/103026125/S,"김초엽 첫 장편소설, 모두가 간절히 기다려온 이야기이미 폭넓은 독자층을 형성하며 열렬한 사랑을 받고 있는 김초엽 작가는 더스트로 멸망한 이후의 세계를 첫 장편소설의 무대로 삼았다. 그는 지난해 말 플랫폼 연재를 통해 발표한 이야기를 반년이 훌쩍 넘는 시간 동안 수정하면서 한층 더 무르익도록 만들었다. 그리하여 장 구성부터 세부적인 장면은 물론 문장들까지 완전히 새롭게 탄생한 『지구 끝의 온실』이 2021년 8월 드디어 독자들을 만난다. 『지구 끝의 온실』은 자이언트북스의 네 번째 도서이다. 김중혁의 첫 시리즈 소설 『내일은 초인간』, 배명훈 장편소설 『빙글빙글 우주군』, 그리고 한국문학의 빛나는 일곱 명의 작가가 ‘즐거움’을 키워드로 쓴 단편소설을 묶은 앤솔로지 『놀이터는 24시』까지, 작가들의 자유로운 상상력을 응원하며 가장 그다운 작품을 선보일 수 있도록 해온 자이언트북스는 이번 주인공으로 김초엽의 『지구 끝의 온실』을 출간하였다.                                    ",http://www.yes24.com/Product/Goods/103026125
217,아기 다람쥐의 크리스마스,http://image.yes24.com/goods/115387077/S,온 세상 아이들에게 크리스마스 선물을 가져다주는 산타를 보며 아기 다람쥐는 문득 생각해요. '산타에게는 선물이 없는 걸까? 산타에게도 선물을 주면 좋을 텐데.'이렇게 해서 아기 다람쥐의 산타 선물 찾기가 시작되지요. 그런데 아기 다람쥐는 어떤 선물을 주어야 산타가 기뻐할지 잘 모르겠어요. 아기 다람쥐가 가장 좋아하는 도토리는 어떨까요? 아니면 곰이 추천한 사과는요? 어쩌면 여우가 말한 예쁜 꽃이 좋을지도 모르겠어요. 혹은 너구리가 알려준 빛나는 돌이나 오리가 알려준 저녁노을을 보여 주는 게 좋을지도 몰라요.도대체 산타는 어떤 선물을 받으면 기뻐할까요? 점점 알 수 없게 된 아기 다람쥐는 선물을 미처 준비하지 못한 채 도토리를 껴안고 잠이 들고 말아요. 그런데 산타는 아기 다람쥐를 보며 멋진 선물을 받았다며 기뻐하지요. 산타가 받은 선물은 무엇일까요? 산타에게 줄 크리스마스 선물을 준비하는 아기 다람쥐를 보며 선물의 진정한 의미를 생각해 볼 수 있어요.                     ,http://www.yes24.com/Product/Goods/115387077
218,타인의 마음,http://image.yes24.com/goods/115049952/S,"인지심리학자 김경일과지식 큐레이팅 유튜브 채널 〈사피엔스 스튜디오〉의‘타인의 심리 읽어드립니다’ 출간!입만 열면 남과 비교하는 사람,SNS는 하면서 내 연락에는 답이 없는 사람,자기 말만 다 맞는다는 사람,쉴 새 없이 남 욕을 하는 사람 등……이해할 수 없는 말과 행동으로 나를 힘들게 만드는불편한 타인들의 심리를 탐구하다!인간의 심리를 가장 쉽고 명쾌하게 전달하는 인지심리학자 김경일과 tvN 〈책 읽어드립니다〉 〈어쩌다 어른〉의 제작팀이 만든 CJ ENM 디지털 지식 플랫폼 〈사피엔스 스튜디오〉가 만나 제작한 ‘타인의 심리 읽어드립니다’가 책으로 출간되었다. 『타인의 마음』은 구독자 165만 명을 보유한 지식 큐레이팅 유튜브 채널 〈사피엔스 스튜디오〉의 인기 콘텐츠인 ‘타인의 심리 읽어드립니다’(조회수 누적 2천만 뷰, 2022년 10월 기준)를 바탕으로 한 책으로, 영상에서 미처 다루지 못한 내용을 담아 책으로서 깊이를 더했다. 또한 나를 힘들게 하는 타인들의 말과 행동을 다양한 사례를 통해 살펴보고, 그 내면의 심리가 무엇인지 어떻게 해야 그들을 이해하고 건강한 관계를 유지할 수 있는지 쉽게 알려 준다.책에는 주변에서 흔히 볼 수 있는 틈만 나면 남 욕을 하는 사람, 남과 비교하는 사람, 은근히 나를 무시하는 사람부터 살면서 절대 만나고 싶지 않은 가스라이터, 소시오패스, 악플러들까지 인간관계 속에서 우리가 한 번쯤 직접 마주했거나 매체를 통해 본 다양한 모습의 타인이 등장한다. 그런데 전혀 다를 것 같은 이들에게 공통점이 있다. 바로 이들로 인해 누군가는 상처를 받고 아픔을 느낀다는 것이다. 저자는 이런 사람들 때문에 힘들어한다는 건 나 역시 이런 모습을 보일 때 누군가는 나로 인해 힘들어한다는 것과 같다며, 그런 사람이 되지 않기 위해 우리는 타인에 대해 고민하고 그들을 살펴볼 필요가 있다고 말한다.상대방이 어떤 마음으로 그런 말과 행동을 했는지, 그 내면에는 어떤 심리가 있는지 알고 대처한다면 상처받지 않으면서 좀 더 행복한 관계를 만들 수 있을 것이다. 지금 누군가의 말과 행동으로 스트레스를 받고 있다면, 좀처럼 풀리지 않는 인간관계로 불안하고 힘들다면 이 책을 통해 궁금했던 타인의 심리를 알고 관계를 이어갈 소통의 방법과 지혜를 찾아보기 바란다.                                    ",http://www.yes24.com/Product/Goods/115049952
219,망그러진 만화,http://image.yes24.com/goods/114857322/S,"카카오 이모티콘 다운로드 1위 인기 캐릭터‘망그러진 곰’과 ‘망그러진 햄터’의 귀염뽀짝 즐거운 일상!★★★★ 미공개 에피소드 수록! ★★★★‘이모티콘 캐릭터 장인’ 유랑 작가의 웹툰 ‘망그러진 만화’가 단행본으로 출간됐다. 카카오 이모티콘 인기 캐릭터인 ‘망그러진 곰’과 ‘망그러진 햄터’의 공감 백 퍼센트 귀염뽀짝 일상을 그린 ‘망그러진 만화’는 SNS에 연재되며 10만 독자의 많은 사랑을 받고 있다. 이번 책에는 미공개 장편 작품을 포함해 엄선된 에피소드 총 84편이 수록됐다.“삐뚤빼뚤 망그러졌지만, 이대로도 좋아!”삐뚤빼뚤한 선 때문에 다른 곰들에게 ‘망그러진 것 같다’며 놀림받지만, 우울한 기분은 좋은 친구와 맛있는 음식, 귀여운 고양이로 훌훌 털어 버릴 줄 아는 멋진 곰! 일상을 자연스럽고 즐겁게 보낼 줄 아는 ‘망그러진 곰’과 친구들은 우리에게 있는 그대로의 행복해지는 법을 알려 준다.몸은 크지만 여린 마음을 가진 ‘망그러진 곰(일명 망글곰)’과 조그맣지만 대담하고 엉뚱한 매력의 ‘망그러진 햄터(망글햄터)’는 피지컬의 차이만큼이나 반대 성격으로도 찰떡같은 케미를 자랑하는 코믹 듀오!‘완벽하지 않으면 좀 어때!’라고 외치며 유쾌한 일상을 보내는 이들의 모습은, 삭막한 현실 속에서 늘 긴장하며 살아가는 우리에게 소소한 웃음과 따뜻한 위로를 건넨다. 치열하게 경쟁하며 살고 있는 자신에게 가끔은 이런 말을 건네 보자!“인생 좀 허술하게 살면 어때?!”                    ",http://www.yes24.com/Product/Goods/114857322
220,세계를 건너 너에게 갈게,http://image.yes24.com/goods/58552371/S,"두 사람의 진심이 하나의 진실을 향해 가는 동안 쌓아 올린 먹먹한 감동이꽃님 작가의 장편소설 『세계를 건너 너에게 갈게』“나에게. 아빠가 쓰라고 해서 쓰는 거야.” 첫 문장으로 시작한 편지가 “세계를 건너 너에게 갈게.”라는 마지막 문장에 닿기까지, 두 사람의 진심이 하나의 진실을 향해 가는 동안 쌓아올린 감동은 많은 독자들에게 울음을 울게 만들었다. ‘은유’라는 똑같은 이름을 가진 두 사람이 시공간을 초월해 편지를 주고받으며 펼쳐지는 이 코끝 찡한 이야기는 드라마와 영화로 제작 중이며, 현재 일본, 대만, 태국, 러시아에 판권이 수출되었다. 멈출 수 없는 이야기, 눈치챘음에도, 그럼에도 불구하고 엉엉 울고 만 결말, 소중한 시간을 놓치고 있는 당신에게 권하는 책, 내 곁의 존재를 어루만져 보게 한 책…… 등 ‘감동’과 ‘눈물’이 언급되는 평이 압도적으로 많은 이 책은 청소년을 넘어 초등학생부터 성인까지 단숨에 몰입시키며 폭 넓은 지지와 공감을 끌어내었다. 또래 친구에게 추천하는 책, 자녀에게 추천하는 책, 부모에게 권하는 책, 최애작으로 독자들이 손꼽는 이유는 여타 수식을 제거하고 ‘재미있고 감동적이며 위로받았다’는 것. 평범한 우리 일상을, 우리 자신을 기적이라 여기게 되는 힘을, 먼 거리에 놓여 다가설 수 없을 것만 같은 서로를 좀 더 이해해 보려는 힘을 이 책 안에서 발견하게 되어서가 아닐까.                    ",http://www.yes24.com/Product/Goods/58552371
221,흔한남매 12,http://image.yes24.com/goods/115467467/S,"유튜브 243만 구독 돌파! 인기 크리에이터 흔한남매흔한남매가 선물하는 포근포근한 웃음과 공감!‘흔한남매’는 유튜브 구독자 수가 243만 명, 누적 조회 수가 27억 회를 넘어서는 인기 크리에이터로, 흔한컴퍼니에 소속되어 있습니다. 상황극·콩트 등을 통해 어린이들에게 큰 사랑을 받고 있으며, 주로 남매 사이에서 일어날 수 있는 현실적인 에피소드를 코믹하게 그려 내어 웃음과 공감을 이끌어 내고 있습니다. 『흔한남매 12』는 ‘흔한남매’ 유튜브 영상의 스토리를 앙증맞고 유머러스한 만화로 풀어 낸 코믹북입니다. 개성 만점 으뜸이 채널, 공포의 버스 안내 방송, 떡볶이 뷔페에 간 흔한남매, 으뜸이의 최악의 생일 파티, 상상 속 방학과 현실 속 방학의 차이, 엄지의 비밀 일상 등 마음이 포근해지는 흔한 일상 속으로 떠나 볼까요?                    ",http://www.yes24.com/Product/Goods/115467467
222,천 원을 경영하라,http://image.yes24.com/goods/115381406/S,"마흔다섯 늦깎이 창업자에서 연매출 3조 다이소까지, 아성다이소 창업주 박정부 회장이 최초로 직접 공개한 다이소 성공비결 전국 1,500개 매장에 하루 100만 명의 고객이 찾아오고, 1시간에 42만 개씩 상품이 팔리는 곳, 매월 600종의 신상품이 나오고, 1,000원짜리 상품이 주력인데 연매출이 3조나 되는 곳, 25년간 단 한 번도 당기순손실을 낸 적이 없고, 2030이 가장 좋아하는 라이프스타일숍 1위로 뽑힌 곳…, 바로 균일가 생활용품점 다이소 이야기다. 이 책은 아성다이소 창업주 박정부 회장이 최초로 직접 공개한 다이소의 성공비결을 담은 책이다. 마흔다섯 늦깎이 창업자로 시작해 타의 추종을 불허하는 압도적 격차를 만들어낸 과정 하나하나를 자세히 공개했다. “유통업계의 신화적 존재”라는 명망을 증명하듯 ‘원자(原子)와 같은’ 성실함과 집요함으로 ‘티끌로 태산을 만들어낸’ 이야기다. 소설처럼 흥미진진한 스토리를 따라가다 보면 어느새 상품기획, 매장운영, 품질관리에 관한 경영의 금과옥조를 배울 수 있다. 천 원을 경영해본 적 있는가? ‘그깟 천 원쯤’ 하고 천 원 한 장의 무게를 가벼이 여긴 적은 없는가? 모두가 너무 쉽게 일확천금을 이야기하는 시대, 지갑 속 천 원 한 장에 올인해 매출 3조 회사를 만들어낸 기적 같은 이야기가 펼쳐진다.                    ",http://www.yes24.com/Product/Goods/115381406
223,트렌드 코리아 2023 ,http://image.yes24.com/goods/113416767/S,"RABBIT JUMP 더 높은 도약을 준비하는 검은 토끼의 해     세계화의 종말, 갈등과 분열, 그리고 전쟁. 수십 년간 이어져 온 평화와 공존의 시대는 막을 내리고 엄청난 위기감 속에서 사람들은 다가올 미래를 두려워한다. 자산시장 및 증시의 버블붕괴는 마치 2008년 글로벌 경제위기의 데자뷔를 보는 듯하다. 제2의 외환위기 경고도 들려온다. 매우 부정적인 전망이 압도하는 2023년을 목전에 두고 있는 지금, 소비 트렌드 전망에서 가장 중요한 것은 무엇이 반복되고 무엇이 달라질 것인가를 구별하는 작업일 것이다. 즉, ‘불황기의 소비 패턴’을 과거와 비교해보는 것이고, 또 하나는 ‘소비의 전형성’이 사라지는 시대의 흐름을 분석하는 것이다. 이른바 ‘평균 실종’이 가장 첫 번째 키워드인 이유다. 변화의 속도가 더욱 빨라지는 2023 대한민국. 소비자들은 어떤 선택을 할 것인가?                     ",http://www.yes24.com/Product/Goods/113416767
224,만일 내가 인생을 다시 산다면 (10만 부 기념 스페셜 에디션),http://image.yes24.com/goods/115142458/S,"“하나의 문이 닫히면 또 하나의 문이 열린다. 그러니 더 이상 고민하지 말고 그냥 재미있게 살아라!”30년 동안 정신분석 전문의로 일해 온 김혜남이 벌써 마흔이 된 당신에게 해 주고 싶은 말들을 담은 책이다. 그녀는 지금껏 살면서 한 가지 후회하는 게 있다면 스스로를 너무 닦달하며 인생을 숙제처럼 산 것이라고 말한다. 의사로, 엄마로, 아내로, 며느리로, 딸로 살면서 늘 의무와 책임감에 치여 어떻게든 그 모든 역할을 잘해 내려 애썼고 그러다 보니 정작 누려야 할 삶의 즐거움들을 놓쳐 버렸다는 것이다. 그러다 22년 전 마흔세 살에 파킨슨병 진단을 받으며 비로소 알게 되었다. 자신이 없으면 집안도 병원도 제대로 안 굴러갈 것 같았는데 세상은 너무나 멀쩡히 잘 굴러갔다. 그제야 그녀는 자신의 곁을 지켜 주는 사람들을 다시 보게 되었고, 놓쳐서는 안 될 인생의 소중한 것들이 무엇인지를 돌아보게 되었다. 그래서 벌써 마흔이 되어 버린, 후회 없는 인생을 살고 싶은 사람들에게 말해 주고 싶은 것도 딱 한가지다. “하나의 문이 닫히면 또 하나의 문이 열린다. 그러니 더 이상 고민하지 말고 그냥 재미있게 살아라!” 이 책은 2015년 ‘오늘 내가 사는 게 재미있는 이유’라는 제목으로 출간, 독자들의 사랑을 받으며 10만 부 돌파 베스트셀러가 된 것을 기념해 펴낸 스페셜 에디션으로 저자가 30년간 정신분석 전문의로 일하며 깨달은 인생의 비밀과 22년간 파킨슨병을 앓으면서도 유쾌하게 살 수 있는 이유를 전한다. 또한 ‘완벽한 때는 결코 오지 않는 법이다’, ‘때론 버티는 것이 답이다’, ‘제발 모든 것을 상처라고 말하지 말 것’, ‘가까운 사람일수록 해서는 안 될 것들이 있다’ 등 환자들에게 미처 하지 못했던 그러나 꼭 해 주고 싶은 이야기들을 담고 있다.                                     ",http://www.yes24.com/Product/Goods/115142458
225,아버지의 해방일지,http://image.yes24.com/goods/112253263/S,"새삼스럽게 경탄스럽다!압도적인 몰입감, 가슴 먹먹한 감동정지아의 손끝에서 펼쳐지는 시대의 온기미스터리 같은 한 남자가 헤쳐온 역사의 격랑그 안에서 발견하는 끝끝내 강인한 우리의 인생김유정문학상 심훈문학대상 이효석문학상 등을 수상하며 문학성을 두루 입증받은 ‘리얼리스트’ 정지아가 무려 32년 만에 장편소설을 발표했다. 써내는 작품마다 삶의 현존을 정확하게 묘사하며 독자와 평단의 찬사를 받아온 작가는 이번에 역사의 상흔과 가족의 사랑을 엮어낸 대작을 선보임으로써 선 굵은 서사에 목마른 독자들에게 한모금 청량음료 같은 해갈을 선사한다. 탁월한 언어적 세공으로 “한국소설의 새로운 화법을 제시”(문학평론가 정홍수)하기를 거듭해온 정지아는 한 시대를 풍미한 『빨치산의 딸』(1990) 이래로 다시 초심으로 돌아가 아버지 이야기를 다룬다. 소설은 ‘전직 빨치산’ 아버지의 죽음 이후 3일간의 시간만을 현재적 배경으로 다루지만, 장례식장에서 얽히고설킨 이야기를 따라가다보면 해방 이후 70년 현대사의 질곡이 생생하게 드러난다. 이러한 웅장한 스케일과 함께 손을 놓을 수 없는 몰입감을 동시에 안겨주는 것은 정지아만이 가능한 서사적 역량이다. 그러나 이 소설의 진정한 묘미는 어쩌면 ‘가벼움’에 있다. “아버지가 죽었다. (…) 이런 젠장”으로 시작하는 첫 챕터에서 독자들은 감을 잡겠지만 이 책은 진중한 주제의식에도 불구하고 ‘각 잡고’ 진지한 소설이 아니다. 남도의 구수한 입말로 풀어낸 일화들은 저마다 서글프지만 피식피식 웃기고, “울분이 솟다 말고 ‘긍게 사람이제’ 한마디로 가슴이 따뜻”(추천사, 김미월)해진다.                     ",http://www.yes24.com/Product/Goods/112253263
226,불편한 편의점 2,http://image.yes24.com/goods/111088149/S,"재방문을 환영합니다 여기는 청파동 ALWAYS편의점입니다출간 후 1년이 넘도록 독자의 사랑을 받으며 베스트셀러 상위권을 지키고 있는 소설, 김호연 작가의 『불편한 편의점』이 그 두 번째 이야기로 다시 찾아왔다. 청파동 골목의 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶을 따뜻하고 유쾌하게 그린 『불편한 편의점』은 2022년 상반기 교보문고, 영풍문고, 예스24에서 집계한 종합 베스트셀러 1위와 70만 부 판매라는 대기록을 세웠다. 2021년 예스24 ‘올해의 책’에 선정되었고, 2022년에는 전국 25개 지자체에서 시민들이 참여해 뽑은 ‘올해의 책’으로 잇따라 선정되는 등 소설에 대한 관심과 열기는 지금 이 순간에도 계속되고 있다.서울역 노숙인이 편의점의 야간 알바로 일하면서 시작되는 1편의 이야기는 예측불허의 웃음과 따스한 온기로 잔잔한 감동을 선사했다. 『불편한 편의점 2』는 전편의 위트와 속 깊은 시선을 이어가며 더욱 진득한 이야기로 독자를 끌어당긴다. 소설은 1편의 시간으로부터 1년 반이 흐른 여름날의 편의점을 스케치하며 시작된다. 그동안 세상도 달라지고 청파동의 ALWAYS편의점도 이모저모 바뀌었다. 숨이 턱턱 막히는 더위에도 마스크를 써야 하는 도입부의 묘사는 소설 속 현실에도 코로나가 있음을 짐작게 한다. 아들과의 불화로 답답해하던 선숙은 점장이 되었고, 편의점을 팔자고 조르던 염 여사의 말썽꾼 아들 민식은 사장이 되어 있다. 말이 사장이지, 민식은 경영에는 관심이 없고 수익 운운하며 주휴수당 같은 비용 줄이기에만 열을 올리니, 여러모로 ‘진짜로 불편해진’ 편의점이 아닐 수 없는데……. 그러던 중 독고의 후임으로 밤 시간을 책임지던 곽 씨가 그만두고 새 야간 알바를 구하면서 편의점은 다시 한 번 변화를 맞이한다.  새로 온 알바는 커다란 덩치와 부담스러운 행동이 누군가를 연상시키는 40대 사내. 그는 인간 알바몬이라도 되는 양 화려한 알바 경력을 자랑하지만 정작 편의점 일은 어수룩하기만 하다. 게다가 수다쟁이에 오지랖은 못 말릴 지경이어서 점장 선숙에게 핀잔을 뜯기 일쑤다. 그러거나 말거나 그는 황근배라는 이름 대신 홍금보라는 별명이 적힌 명찰을 가슴에 달고 마냥 느긋하게 손님들을 맞으며 편의점의 밤을 지켜 나간다.                     ",http://www.yes24.com/Product/Goods/111088149
227,설민석의 한국사 대모험 23 ,http://image.yes24.com/goods/115621127/S,"*누적 판매 500만 부 돌파!*초등학습만화 시리즈 베스트셀러!*현직 초등 교사의 강력 추천!우리 아이 한국사 첫걸음, 『설민석의 한국사 대모험』으로 시작하세요!2017년 1권이 처음 출간된 이래, 누적 판매 부수 500만 부라는 경이적인 수치를 기록하며 대한민국 대표 어린이 역사책으로 굳건히 자리매김한 『설민석의 한국사 대모험』! 『설민석의 한국사 대모험』은 아이들이 처음 접하는 한국사를 재미있는 만화와 깊이 있는 부록으로 쉽고, 재미있고, 유익하게 전달합니다. 이 책은 우리 아이들이 놀이하듯 즐겁게 한국사를 접하며 한국사에 관심을 가지고, 나아가 한국사를 사랑하는 어린이로 성장하게 도와줄 것입니다. 『설민석의 한국사 대모험』 23권에서는 조선 인조 대에 일어난 병자호란을 재미있는 만화로 담아냈습니다. 병자호란이 일어난 배경과 전개 과정, 결과를 『설민석의 한국사 대모험』 23권에서 확인해 보세요!                                    ",http://www.yes24.com/Product/Goods/115621127
228,불편한 편의점,http://image.yes24.com/goods/99308021/S,"불편한데 자꾸 가고 싶은 편의점이 있다! 힘들게 살아낸 오늘을 위로하는 편의점의 밤정체불명의 알바로부터 시작된 웃음과 감동의 나비효과『망원동 브라더스』 김호연의 ‘동네 이야기’ 시즌 22013년 세계문학상 우수상 수상작 『망원동 브라더스』로 데뷔한 후 일상적 현실을 위트 있게 그린 경쾌한 작품과 인간의 내밀한 욕망을 기발한 상상력으로 풀어낸 스릴러 장르를 오가며 독자적인 작품 세계를 쌓아올린 작가 김호연. 그의 다섯 번째 장편소설 『불편한 편의점』이 출간되었다. 『불편한 편의점』은 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아낸 작품이다. 『망원동 브라더스』에서 망원동이라는 공간의 체험적 지리지를 잘 활용해 유쾌한 재미와 공감을 이끌어냈듯 이번에는 서울의 오래된 동네 청파동에 대한 공감각을 생생하게 포착해 또 하나의 흥미진진한 ‘동네 이야기’를 탄생시켰다. 서울역에서 노숙인 생활을 하던 독고라는 남자가 어느 날 70대 여성의 지갑을 주워준 인연으로 그녀가 운영하는 편의점에서 야간 알바를 하면서 이야기가 시작된다. 덩치가 곰 같은 이 사내는 알코올성 치매로 과거를 기억하지 못하는 데다 말도 어눌하고 행동도 굼떠 과연 손님을 제대로 상대할 수 있을까 의구심을 갖게 하는데 웬걸, 의외로 그는 일을 꽤 잘해낼 뿐 아니라 주변 사람들을 묘하게 사로잡으면서 편의점의 밤을 지키는 든든한 일꾼이 되어간다. 현실감 넘치는 캐릭터와 그들 간의 상호작용을 점입가경으로 형상화하는 데 일가견이 있는 작가의 작품답게 이 소설에서도 독특한 개성과 사연을 지닌 인물들이 차례로 등장해 서로 티격태격하며 별난 관계를 형성해간다. 고등학교에서 역사를 가르치다 정년퇴임하여 매사에 교사 본능이 발동하는 편의점 사장 염 여사를 필두로 20대 취준생 알바 시현, 50대 생계형 알바 오 여사, 매일 밤 야외 테이블에서 참참참(참깨라면, 참치김밥, 참이슬) 세트로 혼술을 하며 하루의 스트레스를 푸는 회사원 경만, 마지막이라는 각오로 청파동에 글을 쓰러 들어온 30대 희곡작가 인경, 호시탐탐 편의점을 팔아치울 기회를 엿보는 염 여사의 아들 민식, 민식의 의뢰를 받아 독고의 뒤를 캐는 사설탐정 곽이 그들이다. 제각기 녹록지 않은 인생의 무게와 현실적 문제를 안고 있는 이들은 각자의 시선으로 독고를 관찰하는데, 그 과정에서 발생하는 오해와 대립, 충돌과 반전, 이해와 공감은 자주 폭소를 자아내고 어느 순간 울컥 눈시울이 붉어지게 한다. 그렇게 골목길의 작은 편의점은 불편하기 짝이 없는 곳이었다가 고단한 삶을 위로하고 웃음을 나누는 특별한 공간이 된다.                                     ",http://www.yes24.com/Product/Goods/99308021
229,역행자,http://image.yes24.com/goods/109705390/S,"오타쿠 흙수저에서 월 1억 자동 수익을 실현한 무자본 연쇄창업마,라이프해커 자청의 인생 역주행 공식 대공개 대부분의 사람들은 유전자와 본성의 명령을 그대로 따르기 때문에 평범함을 벗어날 수 없다. 하지만 정작 자신은 이를 모른 채 ‘나는 달라’ 하는 자의식에 사로잡혀서 무한 합리화에 빠져 살아간다. 스스로가 얼마나 많은 정신적, 심리적 오류를 저지르는지 알지 못한 채 매일 똑같은 쳇바퀴를 돌 뿐이다. 왜 우리는 진짜 자유를 얻지 못하는가? 왜 늘 돈 이야기를 하면서도 평생 돈에 허덕이는가? 저자 역시 스무 살까지는 이런 쳇바퀴에 갇혀 있었기 때문에, 그 상황을 누구보다 잘 알았다.  자청의 첫 책 『역행자』에는 가난한 인생에서 벗어나 경제적 자유와 행복을 얻은 저자가 깨달은 인생 레벨업 치트키가 빼곡히 담겨 있다. 10대 때의 그는 외모, 돈, 공부, 그 어떤 것에서도 최하위였다. 그러던 스무 살 무렵, ‘인생에도 게임처럼 공략집이 있다’는 사실을 깨닫고 삶이 180도 바뀌기 시작한다. 200여 권의 책을 독파하며 얻은 인생의 치트키들을 활용해 창업에 연이어 성공한 것이다.  ‘연봉 10억 무자본 창업가’로 유명해진 그는 2020년, 단 20개의 영상으로 10만 구독자를 넘어서며 화제를 모았으나 곧장 미련 없이 유튜브를 그만뒀다. 이후 본업인 온라인 마케팅 비즈니스를 비롯해 다방면으로 사업을 확장하고 있다. 그 사이 ‘라이프해커 자청’이라는 캐릭터와 ‘무자본 창업’이라는 개념은 사람들의 고정관념을 깨는 상징이 됐다. 자청이 찾아낸 ‘역행자의 7단계 모델’을 통해 함께 ‘인생의 추월차선’으로 향하자.니스를 설계했다. 그는 무료 홈페이지 제작 플랫폼을 통해 하루 만에 홈페이지를 제작하고, 네이버 블로그 등 SNS 채널을 통해 무료로 마케팅을 했다. 투자비용 자체가 들어가지 않는 ‘무자본 창업’ 형태였다. ‘라이프해커 자청’이라는 캐릭터와 ‘무자본 창업’이라는 개념은 사람들의 고정관념을 깨는 시그널이 됐다.자청이 찾아낸 ‘역행자의 7단계 모델’을 통해, 부와 행복을 갈망하는 독자들은 저자가 겪은 10년 동안의 시행착오를 단 3년으로 줄일 수 있다. 못 믿겠는가? 불안과 의심을 버리고, 저자와 함께 ‘인생의 추월차선’을 타러 가보자.                                     ",http://www.yes24.com/Product/Goods/109705390
